url,signals,explanation_en,simplified_signals,confidence_level,refined_explanation
https://www.theatredurondpoint.fr,uses an unusually long and potentially deceptive domain name | shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns,"This URL is classified as malicious because it uses an unusually long and potentially deceptive domain name, shows repeated character sequences indicative of lexical obfuscation, and uses a low-trust top-level domain frequently abused in phishing campaigns. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.",unusually long domain name | repeated character patterns | uncommon top-level domain,OBSERVATIONAL,"The URL https://www.theatredurondpoint.fr may raise some caution due to its unusually long domain name, which could indicate a potential attempt to create a sense of legitimacy. However, the use of secure HTTPS and structured domain naming suggest that it is still possible for this website to be legitimate. Further investigation would be necessary to determine its authenticity."
https://www.themeseye.com,shows repeated character sequences indicative of lexical obfuscation,This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.,repeated character patterns,OBSERVATIONAL,"This URL, https://www.themeseye.com, has a neutral reputation. The secure HTTPS usage is a positive indicator of legitimacy. However, the domain name ""themeseye"" lacks clarity in its purpose or theme, making it harder to discern the website's intentions. A common domain extension and structured naming are also present. Overall, while this URL appears legitimate on some fronts, its ambiguous"
https://www.timothylangston.com,uses an unusually long and potentially deceptive domain name | shows repeated character sequences indicative of lexical obfuscation,"This URL is classified as malicious because it uses an unusually long and potentially deceptive domain name, and shows repeated character sequences indicative of lexical obfuscation. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.",unusually long domain name | repeated character patterns,OBSERVATIONAL,"This URL may raise some cautionary flags due to its unusually long domain name. However, it also exhibits secure HTTPS usage and a common domain extension (.com), which are positive legitimacy indicators. The structured naming convention is also readable, suggesting an attempt at clarity. A cautious approach would be warranted until further investigation reveals more about the website's purpose or content."
https://www.hollingsworthjewelers.com,uses an unusually long and potentially deceptive domain name | shows repeated character sequences indicative of lexical obfuscation,"This URL is classified as malicious because it uses an unusually long and potentially deceptive domain name, and shows repeated character sequences indicative of lexical obfuscation. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.",unusually long domain name | repeated character patterns,OBSERVATIONAL,"The URL https://www.hollingsworthjewelers.com may appear suspicious due to its unusually long domain name. This could indicate an attempt to make the website more memorable or brandable, but it also increases the risk of typos and misdirection. However, the use of HTTPS for secure communication is a positive indicator, as well as the structured domain naming convention. Further investigation"
https://www.twai.com,shows repeated character sequences indicative of lexical obfuscation,This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.,repeated character patterns,OBSERVATIONAL,"This URL's observational classification suggests caution. While it uses secure HTTPS, a common domain extension (.com), and has a readable domain name structure, there are no specific suspicious indicators present. However, the lack of notable legitimacy indicators or red flags means this URL may not stand out as particularly trustworthy. A closer examination would be warranted to determine its authenticity."
https://www.raghavm.com,shows repeated character sequences indicative of lexical obfuscation,This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.,repeated character patterns,OBSERVATIONAL,"The URL https://www.raghavm.com appears to have a mix of characteristics. On one hand, it uses secure HTTPS, has a readable domain name with a clear structure, and ends with a common .com extension, indicating legitimacy. However, there are no obvious suspicious indicators present. As such, this URL may not appear particularly alarming at first glance, but further investigation is still"
https://www.kosekiyuji-kinenkan.jp,uses an unusually long and potentially deceptive domain name | shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns | shows semantic inconsistency between the URL structure and webpage content,"This URL is classified as malicious because it uses an unusually long and potentially deceptive domain name, shows repeated character sequences indicative of lexical obfuscation, uses a low-trust top-level domain frequently abused in phishing campaigns, and shows semantic inconsistency between the URL structure and webpage content. These characteristics are frequently associated with deceptive or malicious web infrastructure.",unusually long domain name | repeated character patterns | uncommon top-level domain | url and page content mismatch,OBSERVATIONAL,"This URL may raise concerns due to its unusually long domain name, which could indicate a potential attempt to obfuscate the website's true purpose. Additionally, the uncommon top-level domain "".jp"" suggests an international presence, but the mismatch between the URL and page content is also noteworthy. However, the secure HTTPS usage is a positive indicator of legitimacy. A cautious approach would be warranted when interacting"
https://www.plantingseedscaribbean.com,uses an unusually long and potentially deceptive domain name | shows repeated character sequences indicative of lexical obfuscation,"This URL is classified as malicious because it uses an unusually long and potentially deceptive domain name, and shows repeated character sequences indicative of lexical obfuscation. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.",unusually long domain name | repeated character patterns,OBSERVATIONAL,"The URL https://www.plantingseedscaribbean.com may raise some caution due to its unusually long domain name. However, the use of HTTPS indicates a secure connection. The domain extension is common (.com) and the naming structure is readable. This balance of indicators suggests that while it's not entirely clear why someone would choose such a lengthy domain, it doesn't necessarily indicate malicious intent"
https://www.breakintochat.com,shows repeated character sequences indicative of lexical obfuscation,This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.,repeated character patterns,OBSERVATIONAL,"This URL's observational classification indicates a cautious assessment. The presence of HTTPS ensures secure communication, while the domain name is structured and uses a common extension. However, ""break into chat"" may raise eyebrows due to its potentially misleading or sensational language. This could be an attempt at creating a sense of urgency or curiosity, making it worth further investigation before considering the URL legitimate."
https://www.theleaguepaper.com,shows repeated character sequences indicative of lexical obfuscation,This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.,repeated character patterns,OBSERVATIONAL,"This URL, https://www.theleaguepaper.com, may not raise immediate red flags due to its secure HTTPS usage, readable domain naming, and common .com extension. However, a cautious observer might note that the presence of ""the"" in the domain name is somewhat generic, which could be an attempt to blend in with more legitimate websites. Further investigation would be necessary to determine if this"
https://www.acuatlanta.net,shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns,"This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation, and uses a low-trust top-level domain frequently abused in phishing campaigns. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.",repeated character patterns | uncommon top-level domain,OBSERVATIONAL,"The URL https://www.acuatlanta.net may raise some caution due to its uncommon top-level domain (.net). This could indicate a potential issue. However, the presence of HTTPS encryption and a structured domain name (acu-atlanta) suggests it's likely legitimate. The use of ""atlanta"" in the domain also implies a connection to the city, which is a common"
https://www.sippingandshopping.org,uses an unusually long and potentially deceptive domain name | shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns,"This URL is classified as malicious because it uses an unusually long and potentially deceptive domain name, shows repeated character sequences indicative of lexical obfuscation, and uses a low-trust top-level domain frequently abused in phishing campaigns. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.",unusually long domain name | repeated character patterns | uncommon top-level domain,OBSERVATIONAL,"This URL may raise some concerns due to its unusually long domain name, which could indicate an attempt to make it more memorable or attention-grabbing. However, the secure HTTPS usage is a positive indicator of legitimacy. The uncommon top-level domain (.org) doesn't necessarily scream ""suspicious,"" but it's not as common as others like .com or .net. Overall, this"
https://www.frollein-s.com,shows repeated character sequences indicative of lexical obfuscation,This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.,repeated character patterns,OBSERVATIONAL,"The URL https://www.frollein-s.com appears cautiously suspicious due to its unstructured domain naming. The use of a hyphen in ""frollein-s"" is uncommon, making it stand out from typical domain name conventions. However, the presence of HTTPS and a common "".com"" extension suggests some level of security. A more thorough analysis would be needed to determine the legitimacy of"
https://www.dotzemicres.com,shows repeated character sequences indicative of lexical obfuscation,This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.,repeated character patterns,OBSERVATIONAL,"The URL https://www.dotzemicres.com appears cautiously suspicious due to its unremarkable domain name, which doesn't provide clear context about the website's purpose. However, it uses secure HTTPS protocol and has a common .com extension, indicating some level of legitimacy. A thorough analysis is needed to determine whether this website is legitimate or not, as there are no obvious red flags but"
https://www.penmypaper.com,shows repeated character sequences indicative of lexical obfuscation,This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.,repeated character patterns,OBSERVATIONAL,"The URL https://www.penmypaper.com appears to have a mix of legitimate and suspicious characteristics. The use of HTTPS is a positive indicator, as it ensures secure communication. However, the domain name ""penmypaper"" lacks specificity and structure, which could raise concerns about its authenticity. Additionally, the common "".com"" extension does not necessarily indicate legitimacy. Overall, this URL warrants cautious"
https://www.nopaulagies.com,shows repeated character sequences indicative of lexical obfuscation,This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.,repeated character patterns,OBSERVATIONAL,"The URL https://www.nopaulagies.com may raise some caution due to its lack of specific content or services indicated by the domain name. However, it uses secure HTTPS protocol, has a readable and structured domain naming convention, and employs a common top-level domain extension (.com). The absence of clear indicators of what this site offers makes its legitimacy uncertain, warranting closer examination before"
https://www.mindtools.com,shows repeated character sequences indicative of lexical obfuscation,This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.,repeated character patterns,OBSERVATIONAL,"The URL https://www.mindtools.com appears to have a mixed profile. On one hand, the use of HTTPS indicates secure communication. The domain name is structured and follows common conventions, with a clear indication of the website's purpose (""mind"" suggests mental tools). However, without further context or indicators of malicious activity, it's difficult to make a definitive judgment about its legitimacy. A"
https://www.littlemanhappy.com,shows repeated character sequences indicative of lexical obfuscation,This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.,repeated character patterns,OBSERVATIONAL,"The URL https://www.littlemanhappy.com may not immediately raise red flags, but its behavior is cautiously worth examining. The use of HTTPS is a positive indicator, as it suggests the site prioritizes security. However, the domain name ""littlemanhappy"" lacks specificity and structure, which could make it harder to discern the site's purpose or affiliation. A more detailed analysis would be"
https://www.lafurniturestore.com,uses an unusually long and potentially deceptive domain name | shows repeated character sequences indicative of lexical obfuscation,"This URL is classified as malicious because it uses an unusually long and potentially deceptive domain name, and shows repeated character sequences indicative of lexical obfuscation. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.",unusually long domain name | repeated character patterns,OBSERVATIONAL,"The URL https://www.lafurniturestore.com may raise some caution due to its unusually long domain name. However, the use of HTTPS indicates a secure connection, which is a positive legitimacy indicator. The structured naming convention and common .com extension also suggest a legitimate website. Nevertheless, the lengthy domain name may be an attempt to make it harder to remember or type correctly, warranting closer"
https://www.katebackdrop.com,shows repeated character sequences indicative of lexical obfuscation,This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.,repeated character patterns,OBSERVATIONAL,"The URL https://www.katebackdrop.com appears cautiously neutral. It uses secure HTTPS, which is a legitimate indicator. The domain name ""katebackdrop"" is structured and has a common extension (.com). However, without additional context or information about the website's purpose or reputation, it's difficult to make a definitive judgment on its legitimacy. Further investigation may be warranted to determine if"
https://www.robertluff.co.uk,shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns | shows semantic inconsistency between the URL structure and webpage content,"This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation, uses a low-trust top-level domain frequently abused in phishing campaigns, and shows semantic inconsistency between the URL structure and webpage content. These characteristics are frequently associated with deceptive or malicious web infrastructure.",repeated character patterns | uncommon top-level domain | url and page content mismatch,OBSERVATIONAL,"This URL may raise some caution due to its uncommon top-level domain (.co.uk) being used with a seemingly generic page content. However, the secure HTTPS usage is a positive indicator of legitimacy. The structured domain naming also suggests a legitimate entity. Overall, while there are mixed signals, it's unclear whether this URL is suspicious or not without further investigation into the website's reputation and actual content"
https://www.sabi.co.uk,shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns | shows semantic inconsistency between the URL structure and webpage content,"This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation, uses a low-trust top-level domain frequently abused in phishing campaigns, and shows semantic inconsistency between the URL structure and webpage content. These characteristics are frequently associated with deceptive or malicious web infrastructure.",repeated character patterns | uncommon top-level domain | url and page content mismatch,OBSERVATIONAL,"This URL may raise concerns due to its uncommon top-level domain (.co.uk) being used with a generic ""sabi"" name, which doesn't immediately suggest the website's purpose. However, it uses secure HTTPS protocol, indicating some level of security effort. The mismatch between the URL and page content could be a red flag, but without further context, this remains speculative. Further investigation is"
https://www.cosmik.com,shows repeated character sequences indicative of lexical obfuscation,This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.,repeated character patterns,OBSERVATIONAL,"The URL https://www.cosmik.com appears cautiously normal. It uses secure HTTPS, which is a good sign. The domain name ""cosmik"" is readable and structured, and it has a common "".com"" extension. However, without more context or information about the site's content or behavior, it's difficult to say for certain whether this URL is legitimate or not. Further"
https://www.zoemargolis.co.uk,shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns | shows semantic inconsistency between the URL structure and webpage content,"This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation, uses a low-trust top-level domain frequently abused in phishing campaigns, and shows semantic inconsistency between the URL structure and webpage content. These characteristics are frequently associated with deceptive or malicious web infrastructure.",repeated character patterns | uncommon top-level domain | url and page content mismatch,OBSERVATIONAL,"The URL https://www.zoemargolis.co.uk appears to have mixed signals. On one hand, it uses secure HTTPS protocol and has a readable domain name with a structured naming convention. However, the uncommon top-level domain (.co.uk) and mismatch between the URL and page content raise some concerns. This discrepancy suggests that the website may not be what it claims to be, warrant"
https://www.kouboo.com,shows repeated character sequences indicative of lexical obfuscation,This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.,repeated character patterns,OBSERVATIONAL,"This URL, https://www.kouboo.com, may raise some caution due to its relatively unknown reputation. While it uses secure HTTPS, has a readable domain name structure, and employs a common top-level domain (com), there's limited information available about the company behind kouboo.com. A more thorough investigation would be necessary to determine if this URL is legitimate or not."
https://www.apdigitales.com,shows repeated character sequences indicative of lexical obfuscation,This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.,repeated character patterns,OBSERVATIONAL,"The URL https://www.apdigitales.com may raise some caution due to its relatively unknown domain name. However, it uses secure HTTPS protocol, which is a positive indicator of legitimacy. The .com extension is also common for commercial websites. Overall, while the site's authenticity cannot be confirmed without further investigation, these legitimate characteristics suggest that it may not be inherently suspicious. Further analysis would be"
https://www.malagahoy.es,shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns,"This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation, and uses a low-trust top-level domain frequently abused in phishing campaigns. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.",repeated character patterns | uncommon top-level domain,OBSERVATIONAL,"The URL https://www.malagayes may raise some caution due to its uncommon top-level domain (.es). However, it's also a secure HTTPS connection, which is a positive indicator. The structured domain naming and use of ""www"" suggest a legitimate attempt at clarity. While this doesn't necessarily indicate malicious intent, the unusual TLD warrants further investigation before interacting with the site"
https://www.singsurf.org,shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns,"This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation, and uses a low-trust top-level domain frequently abused in phishing campaigns. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.",repeated character patterns | uncommon top-level domain,OBSERVATIONAL,"The URL https://www.singsurf.org may raise some caution due to its uncommon top-level domain (.org). However, it uses secure HTTPS and has a readable domain name with a common extension. This mixed signal makes the URL's legitimacy uncertain. A closer examination would be necessary to determine if this is an isolated instance or a pattern of behavior from the organization. Further investigation may provide more"
https://www.teriskitchen.com,shows repeated character sequences indicative of lexical obfuscation,This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.,repeated character patterns,OBSERVATIONAL,"The URL https://www.teriskitchen.com exhibits a mix of characteristics that warrant caution. While it uses secure HTTPS, has a readable domain name with a common extension (.com), and appears structured, there's no specific information available to indicate its legitimacy or purpose. As such, this URL may appear suspicious due to the lack of clear context, but further investigation is necessary to determine its"
https://www.sthelenaonline.org,shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns,"This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation, and uses a low-trust top-level domain frequently abused in phishing campaigns. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.",repeated character patterns | uncommon top-level domain,OBSERVATIONAL,"The URL https://www.sthelenaonline.org may raise some concerns due to its uncommon top-level domain (.org). However, the secure HTTPS usage and structured domain naming suggest a legitimate website. The presence of ""st"" in the subdomain also implies a common domain extension. As an observational analyst, it's worth noting that this URL could be a genuine online platform for St Helena Island"
https://www.n-va.be,shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns,"This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation, and uses a low-trust top-level domain frequently abused in phishing campaigns. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.",repeated character patterns | uncommon top-level domain,OBSERVATIONAL,"The URL https://www.n-va.be may raise some caution due to its uncommon top-level domain (.be). However, the secure HTTPS usage and structured domain naming suggest a legitimate website. It's possible that this is a genuine Belgian entity or organization. Further investigation would be necessary to determine the context and intent behind this URL. A cautious approach is warranted until more information becomes available."
https://www.groggs.com,shows repeated character sequences indicative of lexical obfuscation,This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.,repeated character patterns,OBSERVATIONAL,"The URL https://www.groggs.com may raise some caution due to its lack of specific context. While it uses secure HTTPS, which is a positive indicator, the domain name ""groggs"" doesn't clearly convey what type of organization or service it represents. This ambiguity could make it harder for users to verify the site's legitimacy. However, the use of a common top-level"
https://www.manchesterfire.gov.uk,uses an unusually long and potentially deceptive domain name | shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns | shows semantic inconsistency between the URL structure and webpage content,"This URL is classified as malicious because it uses an unusually long and potentially deceptive domain name, shows repeated character sequences indicative of lexical obfuscation, uses a low-trust top-level domain frequently abused in phishing campaigns, and shows semantic inconsistency between the URL structure and webpage content. These characteristics are frequently associated with deceptive or malicious web infrastructure.",unusually long domain name | repeated character patterns | uncommon top-level domain | url and page content mismatch,OBSERVATIONAL,"The URL https://www.manchesterfire.gov.uk may raise concerns due to its unusually long domain name. However, it is secured with HTTPS, which suggests a legitimate effort to protect user data. The top-level domain .gov.uk also implies government affiliation, adding credibility. Nevertheless, the mismatch between the URL and page content could be an issue if not properly addressed by the website's developers"
https://www.saveacup.com,shows repeated character sequences indicative of lexical obfuscation,This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.,repeated character patterns,OBSERVATIONAL,"The URL https://www.saveacup.com may not raise immediate red flags due to its secure HTTPS usage, readable domain naming, and common .com extension. However, the lack of specific indicators of malicious activity or suspicious behavior means this assessment is observational rather than conclusive. A cautious approach would be warranted when interacting with unfamiliar websites, especially those that don't provide clear context about their purpose or"
https://www.efficios.com,shows repeated character sequences indicative of lexical obfuscation,This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.,repeated character patterns,OBSERVATIONAL,"The URL https://www.efficios.com appears cautiously legitimate due to its secure HTTPS usage, readable domain name structure, and common .com extension. However, the lack of specific indicators suggesting malicious intent means it may not be inherently suspicious. A more thorough analysis would be necessary to determine if this website is trustworthy or a potential threat."
https://www.cityofsafetyharbor.com,uses an unusually long and potentially deceptive domain name | shows repeated character sequences indicative of lexical obfuscation,"This URL is classified as malicious because it uses an unusually long and potentially deceptive domain name, and shows repeated character sequences indicative of lexical obfuscation. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.",unusually long domain name | repeated character patterns,OBSERVATIONAL,"The URL https://www.cityofsafetyharbor.com appears cautiously suspicious due to its unusually long domain name. However, it also exhibits legitimate characteristics such as secure HTTPS usage and a common domain extension (.com). The structured naming convention suggests a genuine attempt at clarity. Further investigation is warranted to determine the true nature of this website."
https://www.blueprintafrica.com,uses an unusually long and potentially deceptive domain name | shows repeated character sequences indicative of lexical obfuscation,"This URL is classified as malicious because it uses an unusually long and potentially deceptive domain name, and shows repeated character sequences indicative of lexical obfuscation. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.",unusually long domain name | repeated character patterns,OBSERVATIONAL,"The URL https://www.blueprintafrica.com may raise some caution due to its unusually long domain name. However, the use of HTTPS indicates a secure connection, which is a positive indicator. The domain also has a readable and structured naming convention, as well as a common extension (.com). While this doesn't necessarily mean it's malicious, the lengthy domain name warrants closer inspection to ensure"
https://www.fantasyspin.com,shows repeated character sequences indicative of lexical obfuscation,This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.,repeated character patterns,OBSERVATIONAL,"The URL https://www.fantasyspin.com may not raise immediate red flags, but its behavior is worth observing. The presence of HTTPS indicates secure usage, a legitimate trait. However, the domain name ""fantasyspin"" could be misleading or attention-grabbing, potentially indicating a marketing-focused website rather than a straightforward service provider. A cautious approach would be to further investigate this"
https://www.dta-uk.org,shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns,"This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation, and uses a low-trust top-level domain frequently abused in phishing campaigns. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.",repeated character patterns | uncommon top-level domain,OBSERVATIONAL,"The URL https://www.dta-uk.org may raise some caution due to its uncommon top-level domain (TLD). While the HTTPS usage is secure, this might be a legitimate organization with an unusual naming convention. The structured domain name and common extension suggest a potentially genuine entity. However, the TLD's rarity warrants closer examination before trusting the site's authenticity. Further investigation would be"
https://www.unamu.org,shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns,"This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation, and uses a low-trust top-level domain frequently abused in phishing campaigns. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.",repeated character patterns | uncommon top-level domain,OBSERVATIONAL,"The URL https://www.unamu.org may raise some caution due to its uncommon top-level domain (.org). This could indicate a less conventional or international organization. However, the secure HTTPS usage and structured domain naming suggest a legitimate effort to establish trust. The common .org extension is also typically associated with non-profit organizations, which can be a valid reason for this specific choice of domain. Further"
https://www.starspeedwaynh.com,shows repeated character sequences indicative of lexical obfuscation,This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.,repeated character patterns,OBSERVATIONAL,"This URL's observational confidence suggests caution. While it uses secure HTTPS, has a readable domain name with a common extension (.com), and is structured properly, there are no specific indicators of suspicious behavior. However, the lack of notable red flags or additional legitimate indicators makes its legitimacy uncertain. Further investigation would be necessary to determine if this URL poses any risks."
https://www.saxton.com.au,shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns | shows semantic inconsistency between the URL structure and webpage content,"This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation, uses a low-trust top-level domain frequently abused in phishing campaigns, and shows semantic inconsistency between the URL structure and webpage content. These characteristics are frequently associated with deceptive or malicious web infrastructure.",repeated character patterns | uncommon top-level domain | url and page content mismatch,OBSERVATIONAL,"The URL https://www.saxton.com.au may raise some caution. The uncommon top-level domain (.au) is unusual for a website that appears to have an international presence, suggesting it might be targeting a specific region. However, the use of HTTPS and structured domain naming indicate a level of professionalism. A mismatch between the URL and page content also exists, which could be indicative of a redirect"
https://www.ganymede.tv,shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns,"This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation, and uses a low-trust top-level domain frequently abused in phishing campaigns. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.",repeated character patterns | uncommon top-level domain,OBSERVATIONAL,"The URL https://www.ganymede.tv may raise some caution due to its uncommon top-level domain (.tv). This could indicate a potential issue, but it's not conclusive. On the other hand, the secure HTTPS usage and structured domain naming suggest a more legitimate effort. A cautious approach would be warranted here, as the unusual TLD is an observable indicator that warrants further investigation before"
https://www.n9ws.com,shows repeated character sequences indicative of lexical obfuscation,This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.,repeated character patterns,OBSERVATIONAL,"The URL https://www.n9ws.com appears cautiously suspicious due to its unconventional domain naming, which may indicate a potential attempt to evade detection. However, the use of HTTPS is a legitimate indicator, as it ensures secure communication between the user's browser and the website. The common .com extension also suggests legitimacy. A closer examination would be necessary to determine if this URL is trustworthy or not"
https://www.gorkhaairlines.com,shows repeated character sequences indicative of lexical obfuscation,This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.,repeated character patterns,OBSERVATIONAL,"This URL may seem legitimate due to its secure HTTPS usage, structured domain naming, and common .com extension. However, the lack of specific suspicious indicators raises caution. The domain name ""gorkhaairlines"" is not immediately recognizable as a well-known airline, which could indicate it's a new or lesser-known entity. Further research would be necessary to confirm its legitimacy."
https://www.mekongeye.com,shows repeated character sequences indicative of lexical obfuscation,This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.,repeated character patterns,OBSERVATIONAL,"The URL https://www.mekongeye.com appears cautiously neutral. While it uses secure HTTPS, has a readable domain name with a common extension (.com), and structured naming conventions, there are no obvious red flags or indicators of malicious activity. However, the lack of specific context makes it difficult to assess its legitimacy fully. Further investigation is warranted before considering this URL trustworthy."
https://www.dichesegnosei.it,shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns | shows semantic inconsistency between the URL structure and webpage content,"This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation, uses a low-trust top-level domain frequently abused in phishing campaigns, and shows semantic inconsistency between the URL structure and webpage content. These characteristics are frequently associated with deceptive or malicious web infrastructure.",repeated character patterns | uncommon top-level domain | url and page content mismatch,OBSERVATIONAL,"This URL, https://www.dichesegnosei.it, may raise some concerns due to its uncommon top-level domain (.it) and mismatch between the URL and page content. However, it's secured with HTTPS, which is a positive indicator of legitimacy. The structured domain naming also suggests a legitimate website. While this doesn't necessarily confirm malicious intent, caution is warranted when encountering"
https://www.helenmorgan.net,shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns,"This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation, and uses a low-trust top-level domain frequently abused in phishing campaigns. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.",repeated character patterns | uncommon top-level domain,OBSERVATIONAL,"The URL https://www.helenmorgan.net may raise some caution due to its uncommon top-level domain (.net). However, the use of HTTPS indicates a secure connection. The domain name is also structured and easy to read. A more common extension like .com would be expected for a personal website. This nuance suggests that while the URL appears legitimate in many ways, it's worth further"
