url,signals,explanation_en,refined_explanation
https://www.scandlines.dk,shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns | shows semantic inconsistency between the URL structure and webpage content,"This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation, uses a low-trust top-level domain frequently abused in phishing campaigns, and shows semantic inconsistency between the URL structure and webpage content. These characteristics are frequently associated with deceptive or malicious web infrastructure.","The URL exhibits lexical obfuscation through repeated character sequences and a top-level domain commonly associated with phishing. Furthermore, there’s a semantic mismatch between the URL’s structure and the displayed webpage content. These indicators warrant further investigation."
https://www.hskonline.com,shows repeated character sequences indicative of lexical obfuscation,This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.,Analysis indicates the URL exhibits patterns of lexical obfuscation – repeated character sequences – which may be used to conceal the destination. These characteristics warrant further investigation as they suggest an attempt to obscure the URL’s true target.
https://www.nutritioncare.org,shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns,"This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation, and uses a low-trust top-level domain frequently abused in phishing campaigns. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.",Analysis indicates the URL exhibits lexical obfuscation through repeated character sequences and utilizes a top-level domain commonly associated with phishing activity. These observed characteristics warrant further investigation regarding potential redirection risks.
https://www.tileandstonejournal.com,uses an unusually long and potentially deceptive domain name | shows repeated character sequences indicative of lexical obfuscation,"This URL is classified as malicious because it uses an unusually long and potentially deceptive domain name, and shows repeated character sequences indicative of lexical obfuscation. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.","Analysis indicates the URL employs a lengthy domain name with repeated character sequences, a technique known as lexical obfuscation. These characteristics suggest an attempt to obscure the URL’s destination. Further investigation is recommended."
https://www.c.line-design.fr,shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns | shows semantic inconsistency between the URL structure and webpage content,"This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation, uses a low-trust top-level domain frequently abused in phishing campaigns, and shows semantic inconsistency between the URL structure and webpage content. These characteristics are frequently associated with deceptive or malicious web infrastructure.","The URL exhibits characteristics associated with deceptive web infrastructure. Specifically, it contains repeated character sequences, utilizes a low-trust top-level domain, and demonstrates semantic inconsistency between the URL and its content. These signals warrant further investigation."
https://www.capeblancoheritagesociety.com,uses an unusually long and potentially deceptive domain name | shows repeated character sequences indicative of lexical obfuscation | shows semantic inconsistency between the URL structure and webpage content,"This URL is classified as malicious because it uses an unusually long and potentially deceptive domain name, shows repeated character sequences indicative of lexical obfuscation, and shows semantic inconsistency between the URL structure and webpage content. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.","The URL exhibits characteristics warranting further review. Specifically, it incorporates a lengthy domain name and utilizes repeated character sequences, potentially obscuring the intended destination. Furthermore, there’s a semantic mismatch between the URL structure and the webpage content."
https://www.caterinaperez.com,shows repeated character sequences indicative of lexical obfuscation,This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.,Analysis indicates the URL exhibits patterns of lexical obfuscation – repeated character sequences – which may be used to conceal the destination. These patterns warrant further investigation as they suggest an attempt to obscure the URL’s true purpose.
https://www.aqr.com,shows repeated character sequences indicative of lexical obfuscation,This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.,"Analysis indicates the URL, aqr.com, exhibits patterns of lexical obfuscation – specifically, repeated character sequences. This behavior may be used to conceal the underlying destination of the URL. Further investigation is recommended."
https://www.poundingtherock.com,uses an unusually long and potentially deceptive domain name | shows repeated character sequences indicative of lexical obfuscation,"This URL is classified as malicious because it uses an unusually long and potentially deceptive domain name, and shows repeated character sequences indicative of lexical obfuscation. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.","The URL, www.poundingtherock.com, exhibits characteristics associated with risk. Specifically, it employs a lengthy domain name and incorporates repeated character sequences, potentially utilized for lexical obfuscation. These observations warrant further investigation."
https://www.kellerberrin.wa.gov.au,uses an unusually long and potentially deceptive domain name | contains excessive nested subdomains frequently used to disguise malicious destinations | shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns | shows semantic inconsistency between the URL structure and webpage content,"This URL is classified as malicious because it uses an unusually long and potentially deceptive domain name, contains excessive nested subdomains frequently used to disguise malicious destinations, shows repeated character sequences indicative of lexical obfuscation, uses a low-trust top-level domain frequently abused in phishing campaigns, and shows semantic inconsistency between the URL structure and webpage content. The combination of these indicators strongly resembles known phishing, credential harvesting, malware delivery, or malicious redirection infrastructure.","The URL exhibits several indicators of risk. It incorporates a lengthy domain name with excessive nested subdomains and lexical obfuscation. The use of a low-trust top-level domain, combined with semantic inconsistencies, suggests a potential redirection or deceptive destination."
https://www.stadtgarten.de,shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns | shows semantic inconsistency between the URL structure and webpage content,"This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation, uses a low-trust top-level domain frequently abused in phishing campaigns, and shows semantic inconsistency between the URL structure and webpage content. These characteristics are frequently associated with deceptive or malicious web infrastructure.","The URL exhibits characteristics suggesting potential risk. Specifically, it contains repeated character sequences and demonstrates semantic inconsistency with its content. The URL’s top-level domain is also commonly associated with phishing activity."
https://www.ytv.co.jp,shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns | shows semantic inconsistency between the URL structure and webpage content,"This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation, uses a low-trust top-level domain frequently abused in phishing campaigns, and shows semantic inconsistency between the URL structure and webpage content. These characteristics are frequently associated with deceptive or malicious web infrastructure.","The URL exhibits lexical obfuscation through repeated character sequences and a low-trust top-level domain commonly utilized in phishing activities. Furthermore, there’s a semantic mismatch between the URL’s structure and the displayed webpage content."
https://www.today.uci.edu,shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns | shows semantic inconsistency between the URL structure and webpage content,"This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation, uses a low-trust top-level domain frequently abused in phishing campaigns, and shows semantic inconsistency between the URL structure and webpage content. These characteristics are frequently associated with deceptive or malicious web infrastructure.",The URL exhibits lexical obfuscation through repeated character sequences and demonstrates semantic inconsistency compared to its content. It also utilizes a top-level domain commonly associated with phishing activity. These indicators suggest a potential risk.
https://www.spket.com,shows repeated character sequences indicative of lexical obfuscation,This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.,Analysis indicates the URL exhibits lexical obfuscation through repeated character sequences. This technique is often employed to conceal the destination of a website. Further investigation is recommended to assess associated risks.
https://www.americanauctioneers.com,uses an unusually long and potentially deceptive domain name | shows repeated character sequences indicative of lexical obfuscation,"This URL is classified as malicious because it uses an unusually long and potentially deceptive domain name, and shows repeated character sequences indicative of lexical obfuscation. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.","The URL exhibits characteristics associated with deceptive practices. Specifically, it incorporates a lengthy domain name and utilizes repeated character sequences, potentially employed to obscure the intended destination. These elements warrant further investigation."
https://www.heramission.space,shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns,"This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation, and uses a low-trust top-level domain frequently abused in phishing campaigns. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.",Analysis indicates the URL exhibits lexical obfuscation through repeated character sequences and employs a top-level domain commonly associated with phishing activity. These observed characteristics warrant further investigation regarding potential redirection or deceptive content.
https://www.circlek.org,shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns,"This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation, and uses a low-trust top-level domain frequently abused in phishing campaigns. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.",Analysis indicates the URL exhibits lexical obfuscation through repeated character sequences and employs a top-level domain commonly associated with phishing activities. These observed characteristics warrant further investigation due to potential deception.
https://www.gunsmokenet.com,shows repeated character sequences indicative of lexical obfuscation,This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.,Analysis indicates the URL exhibits patterns of lexical obfuscation – repeated character sequences – which may be used to conceal the destination. These patterns warrant further investigation as they suggest an attempt to obscure the URL’s true purpose.
https://www.bocajnarima.com,shows repeated character sequences indicative of lexical obfuscation,This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.,"Analysis reveals the URL exhibits repeated character sequences, a technique known as lexical obfuscation. This pattern suggests an attempt to conceal the underlying destination. Further investigation is recommended."
https://www.raw-health-coach.com,uses an unusually long and potentially deceptive domain name | shows repeated character sequences indicative of lexical obfuscation | shows semantic inconsistency between the URL structure and webpage content,"This URL is classified as malicious because it uses an unusually long and potentially deceptive domain name, shows repeated character sequences indicative of lexical obfuscation, and shows semantic inconsistency between the URL structure and webpage content. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.","The URL exhibits characteristics warranting further investigation. It incorporates a lengthy domain name and utilizes repeated character sequences, potentially obscuring the intended destination. Furthermore, there’s a disconnect between the URL’s structure and the displayed webpage content."
https://www.estamos.de,shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns,"This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation, and uses a low-trust top-level domain frequently abused in phishing campaigns. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.","The URL, estamos.de, exhibits lexical obfuscation through repeated character sequences and utilizes a top-level domain commonly associated with phishing activity. These observed characteristics warrant further investigation due to potential attempts to conceal the URL’s destination."
https://www.airlinesupports.com,uses an unusually long and potentially deceptive domain name | shows repeated character sequences indicative of lexical obfuscation,"This URL is classified as malicious because it uses an unusually long and potentially deceptive domain name, and shows repeated character sequences indicative of lexical obfuscation. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.","Analysis indicates the URL exhibits characteristics associated with deceptive practices. Specifically, it employs a lengthy domain name and incorporates repeated character sequences, potentially obscuring the intended destination. These elements warrant further investigation."
https://www.ackerstadtpalast.de,uses an unusually long and potentially deceptive domain name | shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns | shows semantic inconsistency between the URL structure and webpage content,"This URL is classified as malicious because it uses an unusually long and potentially deceptive domain name, shows repeated character sequences indicative of lexical obfuscation, uses a low-trust top-level domain frequently abused in phishing campaigns, and shows semantic inconsistency between the URL structure and webpage content. These characteristics are frequently associated with deceptive or malicious web infrastructure.","The URL exhibits characteristics suggestive of risk. Specifically, it incorporates a lengthy domain name with repeated character sequences and a top-level domain commonly utilized in phishing activities. Furthermore, there’s a disconnect between the URL’s structure and the webpage content."
https://www.mro.nmt.edu,shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns | shows semantic inconsistency between the URL structure and webpage content,"This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation, uses a low-trust top-level domain frequently abused in phishing campaigns, and shows semantic inconsistency between the URL structure and webpage content. These characteristics are frequently associated with deceptive or malicious web infrastructure.","The URL exhibits lexical obfuscation through repeated character sequences and a top-level domain commonly associated with phishing. Furthermore, there’s a semantic mismatch between the URL structure and the webpage content. These indicators warrant further investigation."
https://www.shopfiire.com,shows repeated character sequences indicative of lexical obfuscation,This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.,"Analysis reveals the URL exhibits repeated character sequences, a technique known as lexical obfuscation. This pattern may be used to conceal the destination of the URL. Further investigation is recommended."
https://www.doc88.com,shows repeated character sequences indicative of lexical obfuscation,This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.,Analysis indicates the URL exhibits lexical obfuscation through repeated character sequences. This technique is often employed to conceal the destination of a website. Further investigation is recommended to assess associated risks.
https://www.hee.nhs.uk,shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns | shows semantic inconsistency between the URL structure and webpage content,"This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation, uses a low-trust top-level domain frequently abused in phishing campaigns, and shows semantic inconsistency between the URL structure and webpage content. These characteristics are frequently associated with deceptive or malicious web infrastructure.","The URL exhibits lexical obfuscation through repeated character sequences and a low-trust top-level domain commonly utilized in phishing activities. Furthermore, there’s a semantic mismatch between the URL’s structure and the webpage content. These observations warrant further investigation."
https://www.secondgeargames.com,uses an unusually long and potentially deceptive domain name | shows repeated character sequences indicative of lexical obfuscation | shows semantic inconsistency between the URL structure and webpage content,"This URL is classified as malicious because it uses an unusually long and potentially deceptive domain name, shows repeated character sequences indicative of lexical obfuscation, and shows semantic inconsistency between the URL structure and webpage content. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.","The URL exhibits characteristics warranting further investigation. It incorporates a lengthy domain name and utilizes repeated character sequences, potentially obscuring the intended destination. Furthermore, there’s a semantic mismatch between the URL’s structure and the webpage content."
https://www.usbirthcertificates.com,uses an unusually long and potentially deceptive domain name | shows repeated character sequences indicative of lexical obfuscation,"This URL is classified as malicious because it uses an unusually long and potentially deceptive domain name, and shows repeated character sequences indicative of lexical obfuscation. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.","Analysis indicates the URL exhibits characteristics associated with deceptive domain names and lexical obfuscation – specifically, a lengthy domain and repeated character sequences. These patterns may be employed to obscure the intended destination of the URL."
https://www.dslweb.de,shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns,"This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation, and uses a low-trust top-level domain frequently abused in phishing campaigns. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.",The URL exhibits lexical obfuscation through repeated character sequences and utilizes a top-level domain commonly associated with phishing activity. These observed characteristics suggest a potential risk associated with the URL’s structure and domain reputation.
https://www.021.rs,shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns,"This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation, and uses a low-trust top-level domain frequently abused in phishing campaigns. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.",The URL exhibits lexical obfuscation through repeated character sequences and utilizes a top-level domain commonly associated with phishing campaigns. These observed characteristics suggest an attempt to conceal the URL’s destination.
https://www.brainy.games,shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns,"This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation, and uses a low-trust top-level domain frequently abused in phishing campaigns. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.",The URL exhibits lexical obfuscation through repeated character sequences and utilizes a top-level domain commonly associated with phishing activity. These observed characteristics warrant further investigation due to potential attempts to conceal the URL’s destination.
https://www.irgendwie-nerdig.de,uses an unusually long and potentially deceptive domain name | shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns | shows semantic inconsistency between the URL structure and webpage content,"This URL is classified as malicious because it uses an unusually long and potentially deceptive domain name, shows repeated character sequences indicative of lexical obfuscation, uses a low-trust top-level domain frequently abused in phishing campaigns, and shows semantic inconsistency between the URL structure and webpage content. These characteristics are frequently associated with deceptive or malicious web infrastructure.","The URL exhibits characteristics suggestive of risk. It incorporates a lengthy domain name with repeated character sequences, employs a low-trust top-level domain, and demonstrates semantic inconsistencies within its structure. These elements align with observed patterns in deceptive web environments."
https://www.peachstatearchaeologicalsociety.org,uses an unusually long and potentially deceptive domain name | shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns,"This URL is classified as malicious because it uses an unusually long and potentially deceptive domain name, shows repeated character sequences indicative of lexical obfuscation, and uses a low-trust top-level domain frequently abused in phishing campaigns. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.","The URL exhibits characteristics associated with risk. It incorporates a lengthy domain name and utilizes repeated character sequences, a technique often employed to obscure the destination. The domain’s top-level domain is also frequently observed in phishing activities."
https://www.jazzmasters.nl,shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns,"This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation, and uses a low-trust top-level domain frequently abused in phishing campaigns. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.",Analysis reveals the URL exhibits lexical obfuscation through repeated character sequences and employs a top-level domain commonly associated with phishing activity. These characteristics suggest an attempt to conceal the URL’s destination.
https://www.londondesignbiennale.com,uses an unusually long and potentially deceptive domain name | shows repeated character sequences indicative of lexical obfuscation | shows repeated lexical patterns resembling typosquatting or algorithmic domain generation,"This URL is classified as malicious because it uses an unusually long and potentially deceptive domain name, shows repeated character sequences indicative of lexical obfuscation, and shows repeated lexical patterns resembling typosquatting or algorithmic domain generation. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.","Analysis indicates the URL exhibits characteristics associated with domain obfuscation techniques. Specifically, it incorporates lengthy domain names and repeated character sequences, resembling lexical obfuscation and potential typosquatting patterns. These observations warrant further investigation."
https://www.honneur-au-scoutisme.com,uses an unusually long and potentially deceptive domain name | shows repeated character sequences indicative of lexical obfuscation | shows semantic inconsistency between the URL structure and webpage content,"This URL is classified as malicious because it uses an unusually long and potentially deceptive domain name, shows repeated character sequences indicative of lexical obfuscation, and shows semantic inconsistency between the URL structure and webpage content. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.","The URL exhibits characteristics warranting further investigation. It incorporates a lengthy domain name and utilizes repeated character sequences, potentially obscuring the intended destination. Furthermore, there’s a disconnect between the URL’s structure and the webpage content."
https://www.leonardodavinci.net,uses an unusually long and potentially deceptive domain name | shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns,"This URL is classified as malicious because it uses an unusually long and potentially deceptive domain name, shows repeated character sequences indicative of lexical obfuscation, and uses a low-trust top-level domain frequently abused in phishing campaigns. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.","The URL exhibits characteristics associated with phishing activity. It incorporates a lengthy domain name and utilizes repeated character sequences, a technique known as lexical obfuscation. The domain’s top-level domain is frequently observed in campaigns targeting deceptive websites."
https://www.art.yale.edu,shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns | shows semantic inconsistency between the URL structure and webpage content,"This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation, uses a low-trust top-level domain frequently abused in phishing campaigns, and shows semantic inconsistency between the URL structure and webpage content. These characteristics are frequently associated with deceptive or malicious web infrastructure.","The URL exhibits lexical obfuscation through repeated character sequences and a top-level domain commonly associated with phishing. Furthermore, there’s a semantic mismatch between the URL’s structure and the webpage content. These indicators warrant further investigation."
https://www.isuog.org,shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns,"This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation, and uses a low-trust top-level domain frequently abused in phishing campaigns. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.",The URL exhibits lexical obfuscation through repeated character sequences and utilizes a top-level domain commonly associated with phishing activity. These observed characteristics warrant further investigation due to potential deception tactics.
https://www.hostmaster.ua,shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns,"This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation, and uses a low-trust top-level domain frequently abused in phishing campaigns. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.",The URL exhibits characteristics associated with lexical obfuscation – repeated character sequences – and originates from a top-level domain commonly utilized in phishing activities. These signals warrant further investigation due to potential attempts to conceal the URL’s destination.
