url,signals,explanation_en,simplified_signals,risk_level,top_indicators,refined_explanation
https://www.celticcountries.com,uses an unusually long and potentially deceptive domain name | shows repeated character sequences indicative of lexical obfuscation | shows semantic inconsistency between the URL structure and webpage content,"This URL is classified as malicious because it uses an unusually long and potentially deceptive domain name, shows repeated character sequences indicative of lexical obfuscation, and shows semantic inconsistency between the URL structure and webpage content. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.",unusually long domain name | repeated character patterns | url and page content mismatch,MEDIUM,url and page content mismatch | unusually long domain name | repeated character patterns,"This URL warrants a medium-level concern. The domain name, “celticcountries.com,” is unusually lengthy, and the website’s content doesn’t align with a typical resource on Celtic countries. Repeated character patterns within the URL itself are also noteworthy. These structural anomalies suggest a potential attempt to mimic a legitimate site, raising suspicion about its true purpose and the information it presents."
https://www.account-consultant.com,uses an unusually long and potentially deceptive domain name | shows repeated character sequences indicative of lexical obfuscation | shows semantic inconsistency between the URL structure and webpage content | contains sensitive keywords such as account commonly targeted in credential theft attacks,"This URL is classified as malicious because it uses an unusually long and potentially deceptive domain name, shows repeated character sequences indicative of lexical obfuscation, shows semantic inconsistency between the URL structure and webpage content, and contains sensitive keywords such as account commonly targeted in credential theft attacks. These characteristics are frequently associated with deceptive or malicious web infrastructure.",unusually long domain name | repeated character patterns | url and page content mismatch | contains sensitive keywords such as account commonly targeted in credential theft attacks,MEDIUM,url and page content mismatch | unusually long domain name | repeated character patterns,"This URL raises a moderate level of concern. The domain name, “account-consultant.com,” exhibits a lengthy, repetitive structure, which can mimic legitimate business names. Coupled with a potential mismatch between the URL and the actual page content, and the presence of unusual patterns, it suggests a possible attempt to deceive. Further investigation is warranted to confirm the site’s authenticity and purpose."
https://www.authenticitycounseling.com,uses an unusually long and potentially deceptive domain name | shows repeated character sequences indicative of lexical obfuscation | shows semantic inconsistency between the URL structure and webpage content | contains sensitive keywords such as auth commonly targeted in credential theft attacks,"This URL is classified as malicious because it uses an unusually long and potentially deceptive domain name, shows repeated character sequences indicative of lexical obfuscation, shows semantic inconsistency between the URL structure and webpage content, and contains sensitive keywords such as auth commonly targeted in credential theft attacks. These characteristics are frequently associated with deceptive or malicious web infrastructure.",unusually long domain name | repeated character patterns | url and page content mismatch | contains sensitive keywords such as auth commonly targeted in credential theft attacks,MEDIUM,url and page content mismatch | unusually long domain name | repeated character patterns,"This URL warrants careful attention. The domain name’s unusual length and the website’s content doesn’t align with a typical counseling service, raising concerns. The mismatch between the URL and the page suggests a potential attempt to mimic a legitimate organization. While not definitively malicious, these structural anomalies indicate a possible deceptive tactic requiring further investigation."
https://www.scotiabankchinpicnic.com,uses an unusually long and potentially deceptive domain name | shows repeated character sequences indicative of lexical obfuscation | shows semantic inconsistency between the URL structure and webpage content | contains sensitive keywords such as bank commonly targeted in credential theft attacks,"This URL is classified as malicious because it uses an unusually long and potentially deceptive domain name, shows repeated character sequences indicative of lexical obfuscation, shows semantic inconsistency between the URL structure and webpage content, and contains sensitive keywords such as bank commonly targeted in credential theft attacks. These characteristics are frequently associated with deceptive or malicious web infrastructure.",unusually long domain name | repeated character patterns | url and page content mismatch | contains sensitive keywords such as bank commonly targeted in credential theft attacks,MEDIUM,url and page content mismatch | unusually long domain name | repeated character patterns,"This URL raises a moderate level of concern. The domain name, “scotiabankchinpicnic.com,” combines a recognizable brand (Scotiabank) with a nonsensical and unusually long subdomain (""chinpicnic""). This structural anomaly suggests a potential attempt to mimic a legitimate site and could indicate phishing or fraudulent activity. The mismatch between the URL and expected page content further strengthens this suspicion."
https://www.theorchardrecovery.com,uses an unusually long and potentially deceptive domain name | shows repeated character sequences indicative of lexical obfuscation | shows semantic inconsistency between the URL structure and webpage content | contains sensitive keywords such as recovery commonly targeted in credential theft attacks,"This URL is classified as malicious because it uses an unusually long and potentially deceptive domain name, shows repeated character sequences indicative of lexical obfuscation, shows semantic inconsistency between the URL structure and webpage content, and contains sensitive keywords such as recovery commonly targeted in credential theft attacks. These characteristics are frequently associated with deceptive or malicious web infrastructure.",unusually long domain name | repeated character patterns | url and page content mismatch | contains sensitive keywords such as recovery commonly targeted in credential theft attacks,MEDIUM,url and page content mismatch | unusually long domain name | repeated character patterns,"This URL raises a moderate level of concern. The domain name’s unusual length combined with a noticeable discrepancy between the URL and the displayed page content suggests a potential deception. Repeated character patterns within the domain could be a tactic to mimic legitimate websites. It’s prudent to exercise caution and investigate further before interacting with this site, as it may be attempting to impersonate a trustworthy entity."
https://www.gold-coast-australia-travel-tips.com,uses an unusually long and potentially deceptive domain name | shows repeated character sequences indicative of lexical obfuscation | shows semantic inconsistency between the URL structure and webpage content | contains excessive special characters frequently observed in phishing URLs,"This URL is classified as malicious because it uses an unusually long and potentially deceptive domain name, shows repeated character sequences indicative of lexical obfuscation, shows semantic inconsistency between the URL structure and webpage content, and contains excessive special characters frequently observed in phishing URLs. These characteristics are frequently associated with deceptive or malicious web infrastructure.",unusually long domain name | repeated character patterns | url and page content mismatch | many special characters,HIGH,many special characters | url and page content mismatch | unusually long domain name | repeated character patterns,"This URL raises concerns due to its unusual structure and potential for deception. The combination of a lengthy domain name referencing a specific location alongside numerous special characters and a noticeable mismatch between the URL and the page content suggests a possible attempt to mimic a legitimate travel website. This pattern warrants careful scrutiny, as it could be a tactic to lure users into a phishing scam or deliver malicious content."
https://www.non-man-entry-tank-cleaning-oil-recovery.com,uses an unusually long and potentially deceptive domain name | shows repeated character sequences indicative of lexical obfuscation | shows semantic inconsistency between the URL structure and webpage content | contains excessive special characters frequently observed in phishing URLs | contains sensitive keywords such as recovery commonly targeted in credential theft attacks,"This URL is classified as malicious because it uses an unusually long and potentially deceptive domain name, shows repeated character sequences indicative of lexical obfuscation, shows semantic inconsistency between the URL structure and webpage content, contains excessive special characters frequently observed in phishing URLs, and contains sensitive keywords such as recovery commonly targeted in credential theft attacks. These characteristics are frequently associated with deceptive or malicious web infrastructure.",unusually long domain name | repeated character patterns | url and page content mismatch | many special characters | contains sensitive keywords such as recovery commonly targeted in credential theft attacks,HIGH,many special characters | url and page content mismatch | unusually long domain name | repeated character patterns,"This URL exhibits several concerning characteristics suggesting a heightened risk. The presence of numerous special characters combined with a remarkably long domain name and repeated character patterns within the name creates an unnatural and potentially deceptive structure. The mismatch between the URL’s content and the page itself further raises suspicion, indicating a possible attempt to disguise malicious activity."
https://www.travelmatters.stephenandandie.com,uses an unusually long and potentially deceptive domain name | shows repeated character sequences indicative of lexical obfuscation | shows semantic inconsistency between the URL structure and webpage content | shows repeated lexical patterns resembling typosquatting or algorithmic domain generation,"This URL is classified as malicious because it uses an unusually long and potentially deceptive domain name, shows repeated character sequences indicative of lexical obfuscation, shows semantic inconsistency between the URL structure and webpage content, and shows repeated lexical patterns resembling typosquatting or algorithmic domain generation. These characteristics are frequently associated with deceptive or malicious web infrastructure.",unusually long domain name | repeated character patterns | url and page content mismatch | shows repeated lexical patterns resembling typosquatting or algorithmic domain generation,MEDIUM,url and page content mismatch | unusually long domain name | repeated character patterns,"This URL warrants careful attention. The domain name, “travelmatters.stephenandandie.com,” incorporates unusual character repetition, which can be a tactic used to mimic legitimate websites. Combined with a potential mismatch between the URL and the actual page content, it raises concerns about potential phishing or fraudulent activity. Proceed with caution and verify the site's authenticity before entering any personal information."
https://www.arthroscopysportsmedicineandrehabilitation.org,contains an unusually long URL structure commonly associated with obfuscation techniques | uses an unusually long and potentially deceptive domain name | shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns | shows semantic inconsistency between the URL structure and webpage content,"This URL is classified as malicious because it contains an unusually long URL structure commonly associated with obfuscation techniques, uses an unusually long and potentially deceptive domain name, shows repeated character sequences indicative of lexical obfuscation, uses a low-trust top-level domain frequently abused in phishing campaigns, and shows semantic inconsistency between the URL structure and webpage content. These characteristics are frequently associated with deceptive or malicious web infrastructure.",very long url structure | unusually long domain name | repeated character patterns | uncommon top-level domain | url and page content mismatch,HIGH,url and page content mismatch | uncommon top-level domain | very long url structure | unusually long domain name,"This URL raises a high-risk concern due to its unusually complex structure. The extremely long domain name and URL path, combined with the uncommon top-level domain (.org), suggest a potential attempt to disguise the true destination. The observed mismatch between the URL and the page content further strengthens this suspicion, indicating a possible redirection to a malicious site."
https://www.littlegreenbee.be,shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns | shows semantic inconsistency between the URL structure and webpage content,"This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation, uses a low-trust top-level domain frequently abused in phishing campaigns, and shows semantic inconsistency between the URL structure and webpage content. These characteristics are frequently associated with deceptive or malicious web infrastructure.",repeated character patterns | uncommon top-level domain | url and page content mismatch,MEDIUM,url and page content mismatch | uncommon top-level domain | repeated character patterns,"This URL raises a moderate level of concern. The website’s content doesn’t align with the domain name, and the use of a less common top-level domain (be) alongside repeated character patterns in the URL suggests a potential attempt to mimic a legitimate site. It’s prudent to exercise caution and investigate further before interacting with this site, given these discrepancies."
https://www.kosdaqca.or.kr,shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns | shows semantic inconsistency between the URL structure and webpage content,"This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation, uses a low-trust top-level domain frequently abused in phishing campaigns, and shows semantic inconsistency between the URL structure and webpage content. These characteristics are frequently associated with deceptive or malicious web infrastructure.",repeated character patterns | uncommon top-level domain | url and page content mismatch,MEDIUM,url and page content mismatch | uncommon top-level domain | repeated character patterns,"This URL warrants careful attention. The unusual domain extension, “kosdaqca.or.kr,” combined with a potential mismatch between the URL and the actual page content, raises concerns. The repeated character patterns suggest a possible attempt to mimic a legitimate website. While not definitively malicious, this combination of factors indicates a heightened risk, requiring further investigation before interacting with the site."
https://www.thoroughbrednews.com.au,uses an unusually long and potentially deceptive domain name | shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns | shows semantic inconsistency between the URL structure and webpage content,"This URL is classified as malicious because it uses an unusually long and potentially deceptive domain name, shows repeated character sequences indicative of lexical obfuscation, uses a low-trust top-level domain frequently abused in phishing campaigns, and shows semantic inconsistency between the URL structure and webpage content. These characteristics are frequently associated with deceptive or malicious web infrastructure.",unusually long domain name | repeated character patterns | uncommon top-level domain | url and page content mismatch,HIGH,url and page content mismatch | uncommon top-level domain | unusually long domain name | repeated character patterns,"This URL raises a significant concern. The domain name, “thoroughbrednews.com.au,” combined with an unusual length and a mismatch between the URL and the actual page content, suggests a potential deception. It’s likely attempting to mimic a legitimate news source, exploiting trust associated with a familiar domain extension. The overall presentation feels deliberately crafted to appear authentic, warranting careful scrutiny."
https://www.remedystaffing.com,shows repeated character sequences indicative of lexical obfuscation,This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.,repeated character patterns,LOW,repeated character patterns,"This URL, “https://www.remedystaffing.com,” warrants a cautious approach. The repeated character patterns in the domain name—""remedy""—could be a deliberate attempt to mimic legitimate business names. While the website itself appears to be a staffing agency, this structural similarity raises a slight concern. It’s prudent to verify the site’s authenticity and purpose before engaging."
https://www.bogguide.dk,shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns | shows semantic inconsistency between the URL structure and webpage content,"This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation, uses a low-trust top-level domain frequently abused in phishing campaigns, and shows semantic inconsistency between the URL structure and webpage content. These characteristics are frequently associated with deceptive or malicious web infrastructure.",repeated character patterns | uncommon top-level domain | url and page content mismatch,MEDIUM,url and page content mismatch | uncommon top-level domain | repeated character patterns,"This URL warrants a medium-level risk assessment. The presence of an uncommon top-level domain (.dk) combined with a noticeable discrepancy between the URL and the displayed page content suggests potential manipulation. Repeated character patterns, while not definitive, further raise concerns about a deceptive website attempting to mimic a legitimate source, possibly for phishing or malware distribution."
https://www.mailasail.com,shows repeated character sequences indicative of lexical obfuscation,This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.,repeated character patterns,LOW,repeated character patterns,"This URL’s repeated use of “mail” and “sail” within the domain name raises a slight caution. The structure, while seemingly legitimate—a website focused on maritime communications—can resemble phishing attempts. It’s prudent to verify the site’s authenticity through established channels, particularly if you’re prompted to enter personal information after visiting."
https://www.timebie.com,shows repeated character sequences indicative of lexical obfuscation,This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.,repeated character patterns,LOW,repeated character patterns,"This URL, “timebie.com,” warrants a cautious approach. The repeated character patterns in the domain name—a somewhat unusual combination—raise a slight flag. While not inherently malicious, it’s worth investigating. The structure doesn’t immediately align with established, reputable timekeeping services, prompting a review of its purpose and potential connections before proceeding."
https://www.flatheadguide.com,shows repeated character sequences indicative of lexical obfuscation,This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.,repeated character patterns,LOW,repeated character patterns,"This URL’s repeated character patterns in the domain name – “flatheadguide” – raise a slight caution. While not inherently malicious, this structure can resemble URLs used in phishing attempts or deceptive websites. It’s a common tactic to mimic legitimate names. We’re observing a potentially unusual pattern that warrants a careful review of the site’s content and purpose before proceeding."
https://www.lavendercottagejewelry.com,uses an unusually long and potentially deceptive domain name | shows repeated character sequences indicative of lexical obfuscation | shows semantic inconsistency between the URL structure and webpage content,"This URL is classified as malicious because it uses an unusually long and potentially deceptive domain name, shows repeated character sequences indicative of lexical obfuscation, and shows semantic inconsistency between the URL structure and webpage content. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.",unusually long domain name | repeated character patterns | url and page content mismatch,MEDIUM,url and page content mismatch | unusually long domain name | repeated character patterns,"This URL raises a moderate level of concern. The domain name, “lavendercottagejewelry.com,” combined with a noticeable mismatch between the URL and the page content, suggests a potential deception. The presence of repeated characters in the domain name is also atypical and warrants careful scrutiny. It’s prudent to investigate further to confirm the legitimacy of this site and its offered products."
https://www.nyrsf.com,shows repeated character sequences indicative of lexical obfuscation,This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.,repeated character patterns,LOW,repeated character patterns,"This URL, “nyrsf.com,” warrants a cautious look. The repeated character patterns in the domain name – “nyrsf” – suggest a deliberate attempt to mimic a legitimate, established organization. While not inherently malicious, this structure can be a tactic used in phishing or deceptive websites. It’s prudent to verify the site’s true purpose and any associated links before proceeding."
https://www.saferoutespartnership.org,uses an unusually long and potentially deceptive domain name | shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns,"This URL is classified as malicious because it uses an unusually long and potentially deceptive domain name, shows repeated character sequences indicative of lexical obfuscation, and uses a low-trust top-level domain frequently abused in phishing campaigns. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.",unusually long domain name | repeated character patterns | uncommon top-level domain,MEDIUM,uncommon top-level domain | unusually long domain name | repeated character patterns,"This URL warrants careful attention. The unusual domain extension and lengthy name, combined with repeated characters, suggest a potential attempt to mimic a legitimate organization. While the Saferoutes Partnership is a real entity focused on transportation safety, the URL’s construction raises a flag. It’s prudent to verify the site’s authenticity independently rather than assuming trustworthiness based solely on the name."
https://www.fparcp.co.uk,shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns | shows semantic inconsistency between the URL structure and webpage content,"This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation, uses a low-trust top-level domain frequently abused in phishing campaigns, and shows semantic inconsistency between the URL structure and webpage content. These characteristics are frequently associated with deceptive or malicious web infrastructure.",repeated character patterns | uncommon top-level domain | url and page content mismatch,MEDIUM,url and page content mismatch | uncommon top-level domain | repeated character patterns,"This URL raises a moderate level of concern. The domain, “fparcp.co.uk,” is relatively uncommon, suggesting it might be newly registered or used for deceptive purposes. Coupled with a potential mismatch between the URL and the displayed page content, and the presence of repeated characters, it warrants careful scrutiny. These structural anomalies could indicate a site attempting to mimic a legitimate source."
https://www.assumptiongrammar.org.uk,uses an unusually long and potentially deceptive domain name | shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns | shows semantic inconsistency between the URL structure and webpage content,"This URL is classified as malicious because it uses an unusually long and potentially deceptive domain name, shows repeated character sequences indicative of lexical obfuscation, uses a low-trust top-level domain frequently abused in phishing campaigns, and shows semantic inconsistency between the URL structure and webpage content. These characteristics are frequently associated with deceptive or malicious web infrastructure.",unusually long domain name | repeated character patterns | uncommon top-level domain | url and page content mismatch,HIGH,url and page content mismatch | uncommon top-level domain | unusually long domain name | repeated character patterns,"This URL raises a high-risk alert due to inconsistencies in its structure. The domain name, “assumptiongrammar.org.uk,” exhibits an unusually long length and repeated character patterns, suggesting a potential attempt to mimic a legitimate organization. Coupled with a possible mismatch between the URL and the actual page content, it warrants careful scrutiny for potential phishing or malicious activity."
https://www.romanianmonasteries.org,uses an unusually long and potentially deceptive domain name | shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns,"This URL is classified as malicious because it uses an unusually long and potentially deceptive domain name, shows repeated character sequences indicative of lexical obfuscation, and uses a low-trust top-level domain frequently abused in phishing campaigns. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.",unusually long domain name | repeated character patterns | uncommon top-level domain,MEDIUM,uncommon top-level domain | unusually long domain name | repeated character patterns,"This URL raises a moderate level of concern. The unusual domain extension – “.org” – combined with a lengthy and somewhat generic name like “romanianmonasteries.org” suggests a potential attempt to mimic a legitimate, trustworthy source. Repeated character patterns within the domain name are also a red flag, often used to obscure malicious origins. It warrants careful scrutiny to verify the site’s true purpose and legitimacy."
https://www.svenskaspel.se,shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns | shows semantic inconsistency between the URL structure and webpage content,"This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation, uses a low-trust top-level domain frequently abused in phishing campaigns, and shows semantic inconsistency between the URL structure and webpage content. These characteristics are frequently associated with deceptive or malicious web infrastructure.",repeated character patterns | uncommon top-level domain | url and page content mismatch,MEDIUM,url and page content mismatch | uncommon top-level domain | repeated character patterns,"This URL, SvenskaSpel, warrants a cautious assessment. The site’s content doesn’t align with a typical gambling operator’s presentation, and the `.se` domain is common, yet combined with the unusual character patterns in the URL itself, it raises a flag. It’s possible the site is mimicking a legitimate service to gain trust and potentially redirect users or collect information. Further investigation is recommended."
https://www.pepperitmarketing.com,uses an unusually long and potentially deceptive domain name | shows repeated character sequences indicative of lexical obfuscation,"This URL is classified as malicious because it uses an unusually long and potentially deceptive domain name, and shows repeated character sequences indicative of lexical obfuscation. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.",unusually long domain name | repeated character patterns,LOW,unusually long domain name | repeated character patterns,"This URL, “pepperitmarketing.com,” warrants a cautious approach. The unusually long domain name combined with repeated character patterns—like “it”—can sometimes be a tactic used to mimic legitimate businesses. While the risk is currently low, it’s prudent to investigate further, particularly if the site’s content or purpose seems unexpected or doesn’t align with a typical marketing service."
https://www.g-loaded.eu,shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns | shows semantic inconsistency between the URL structure and webpage content,"This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation, uses a low-trust top-level domain frequently abused in phishing campaigns, and shows semantic inconsistency between the URL structure and webpage content. These characteristics are frequently associated with deceptive or malicious web infrastructure.",repeated character patterns | uncommon top-level domain | url and page content mismatch,MEDIUM,url and page content mismatch | uncommon top-level domain | repeated character patterns,"This URL raises a moderate level of concern. The domain, “g-loaded.eu,” feels somewhat generic and lacks a recognizable brand, which is unusual. Combined with the observed inconsistencies – a mismatch between the URL and the page content, and the presence of repeated characters – it suggests a potential attempt to mimic a legitimate site. Further investigation is warranted to confirm its true purpose."
https://www.avl.gva.es,shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns | shows semantic inconsistency between the URL structure and webpage content,"This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation, uses a low-trust top-level domain frequently abused in phishing campaigns, and shows semantic inconsistency between the URL structure and webpage content. These characteristics are frequently associated with deceptive or malicious web infrastructure.",repeated character patterns | uncommon top-level domain | url and page content mismatch,MEDIUM,url and page content mismatch | uncommon top-level domain | repeated character patterns,"This URL warrants a medium-level concern. The presence of an uncommon top-level domain (.gva.es) alongside a potential mismatch between the URL and the displayed webpage content raises flags. The repeated character patterns, while subtle, contribute to a feeling of unfamiliarity. It’s prudent to exercise caution and verify the site’s legitimacy, as this structure could be designed to mimic a legitimate source."
https://www.worc.ac.uk,shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns | shows semantic inconsistency between the URL structure and webpage content,"This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation, uses a low-trust top-level domain frequently abused in phishing campaigns, and shows semantic inconsistency between the URL structure and webpage content. These characteristics are frequently associated with deceptive or malicious web infrastructure.",repeated character patterns | uncommon top-level domain | url and page content mismatch,MEDIUM,url and page content mismatch | uncommon top-level domain | repeated character patterns,"This URL warrants a cautious approach. The presence of an uncommon top-level domain (“.ac.uk”) alongside a potential mismatch between the URL and the displayed webpage content raises concerns. Repeated character patterns, while not definitive, can sometimes be indicative of deceptive redirection attempts. It’s prudent to verify the website’s legitimacy through established channels before proceeding."
https://www.pinoystarblog.com,shows repeated character sequences indicative of lexical obfuscation,This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.,repeated character patterns,LOW,repeated character patterns,"This URL, “pinoystarblog.com,” warrants a cautious approach. The repeated character patterns in the domain name – “pinoystarblog” – can be a red flag. While not inherently malicious, this structure resembles those often employed by deceptive websites attempting to mimic legitimate sources. Further investigation is advised to verify the site’s true purpose and content."
https://www.oshalawblog.com,shows repeated character sequences indicative of lexical obfuscation,This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.,repeated character patterns,LOW,repeated character patterns,"This URL, osahalawblog.com, warrants a cautious approach. The repeated character patterns in the domain name—""oshalawblog""—can sometimes be indicative of newly registered domains used for phishing or deceptive content. While the site appears to be a legal blog, the unusual naming structure raises a slight concern, suggesting a potential attempt to mimic a legitimate source."
https://www.healthy-liv.com,shows repeated character sequences indicative of lexical obfuscation,This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.,repeated character patterns,LOW,repeated character patterns,"This URL, “healthy-liv.com,” warrants a cautious look. The repeated character patterns in the domain name – “healthy” and “liv” – are somewhat unusual for legitimate health-related sites. While not definitively malicious, this structure can mimic established brands, potentially attempting to deceive users into believing it’s a trustworthy source of health information. Further investigation is advised."
https://www.route1700.be,shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns,"This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation, and uses a low-trust top-level domain frequently abused in phishing campaigns. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.",repeated character patterns | uncommon top-level domain,LOW,uncommon top-level domain | repeated character patterns,"This URL, `https://www.route1700.be`, warrants a cautious assessment. The uncommon top-level domain (.be – Belgium) combined with the repeated character pattern (""route1700"") raises a slight flag. While not inherently malicious, the unusual combination suggests a potential attempt to mimic a legitimate service. Further investigation into the website’s content and purpose is recommended to confirm its trustworthiness."
https://www.crypton.co.jp,shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns | shows semantic inconsistency between the URL structure and webpage content,"This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation, uses a low-trust top-level domain frequently abused in phishing campaigns, and shows semantic inconsistency between the URL structure and webpage content. These characteristics are frequently associated with deceptive or malicious web infrastructure.",repeated character patterns | uncommon top-level domain | url and page content mismatch,MEDIUM,url and page content mismatch | uncommon top-level domain | repeated character patterns,"This URL raises a moderate level of concern. The website’s content doesn’t align with the domain name, “crypton.co.jp,” and utilizes a somewhat unusual top-level domain. The repeated character patterns in the URL structure suggest a potential attempt to mimic a legitimate site. It’s prudent to exercise caution and investigate further before interacting with this site due to these discrepancies."
https://www.anahq.org,shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns,"This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation, and uses a low-trust top-level domain frequently abused in phishing campaigns. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.",repeated character patterns | uncommon top-level domain,LOW,uncommon top-level domain | repeated character patterns,"This URL, https://www.anahq.org, warrants a cautious approach. The uncommon top-level domain and the presence of repeated character patterns within the domain name raise a slight flag. While not definitively malicious, these elements are often associated with deceptive websites mimicking legitimate organizations. It’s prudent to exercise caution and verify the site’s authenticity before proceeding."
https://www.wonderfulmalaysia.com,uses an unusually long and potentially deceptive domain name | shows repeated character sequences indicative of lexical obfuscation,"This URL is classified as malicious because it uses an unusually long and potentially deceptive domain name, and shows repeated character sequences indicative of lexical obfuscation. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.",unusually long domain name | repeated character patterns,LOW,unusually long domain name | repeated character patterns,"This URL, “wonderfulmalaysia.com,” warrants a cautious approach. The domain name’s unusual length, combined with repeated character patterns, raises a slight concern. While the site appears legitimate, these structural elements can sometimes be associated with deceptive websites attempting to mimic trusted sources. It’s prudent to exercise vigilance and verify the site’s authenticity through established channels before proceeding."
https://www.theatredurondpoint.fr,uses an unusually long and potentially deceptive domain name | shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns,"This URL is classified as malicious because it uses an unusually long and potentially deceptive domain name, shows repeated character sequences indicative of lexical obfuscation, and uses a low-trust top-level domain frequently abused in phishing campaigns. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.",unusually long domain name | repeated character patterns | uncommon top-level domain,MEDIUM,uncommon top-level domain | unusually long domain name | repeated character patterns,"This URL warrants careful attention. The `.fr` top-level domain, while legitimate, combined with the lengthy and somewhat unusual domain name – “theatredurondpoint” – raises a moderate level of concern. Repeated character patterns within the domain name are also a noteworthy observation. It’s prudent to investigate further to determine if this site is a legitimate destination or potentially a deceptive attempt to mimic a trustworthy resource."
https://www.themeseye.com,shows repeated character sequences indicative of lexical obfuscation,This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.,repeated character patterns,LOW,repeated character patterns,"This URL, “themeseye.com,” warrants a cautious observation. The repeated character patterns within the domain name – a common tactic – can sometimes be associated with deceptive websites. While the risk is currently low, it’s prudent to examine the site’s content and reputation closely before proceeding. It’s a signal to exercise heightened vigilance and verify the site’s legitimacy."
https://www.timothylangston.com,uses an unusually long and potentially deceptive domain name | shows repeated character sequences indicative of lexical obfuscation,"This URL is classified as malicious because it uses an unusually long and potentially deceptive domain name, and shows repeated character sequences indicative of lexical obfuscation. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.",unusually long domain name | repeated character patterns,LOW,unusually long domain name | repeated character patterns,"This URL, “timothylangston.com,” raises a slight level of caution. The unusually long domain name combined with repeated character patterns—like “langston”—can sometimes be a tactic used to mimic legitimate websites. It’s a subtle characteristic that warrants a careful look; while not inherently malicious, the structure deserves scrutiny to ensure it aligns with the intended source and doesn’t represent a potential attempt at deception."
