url,signals,explanation_en,simplified_signals,risk_level,refined_explanation
https://www.foodafactoflife.org.uk,uses an unusually long and potentially deceptive domain name | shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns | shows semantic inconsistency between the URL structure and webpage content,"This URL is classified as malicious because it uses an unusually long and potentially deceptive domain name, shows repeated character sequences indicative of lexical obfuscation, uses a low-trust top-level domain frequently abused in phishing campaigns, and shows semantic inconsistency between the URL structure and webpage content. These characteristics are frequently associated with deceptive or malicious web infrastructure.",unusually long domain name | repeated character patterns | uncommon top-level domain | url and page content mismatch,MEDIUM,"This URL warrants a cautious approach. The domain name is unusually long, and the “.uk” top-level domain is less common, raising a moderate level of concern. However, the site utilizes HTTPS, indicating a secure connection, and the domain structure is reasonably clear, suggesting a legitimate, though potentially unfamiliar, source of food-related facts. The reported content mismatch adds to the need for careful scrutiny."
https://www.ppi.de,shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns,"This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation, and uses a low-trust top-level domain frequently abused in phishing campaigns. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.",repeated character patterns | uncommon top-level domain,LOW,"The URL, https://www.ppi.de, warrants a cautious assessment. While utilizing the secure HTTPS protocol and possessing a clear domain structure – suggesting legitimacy – the presence of a less common top-level domain (.de) raises a slight concern. PPI is a well-known German company, but unfamiliar TLDs can sometimes be associated with less reputable entities. Further investigation into the site’s content is advised."
https://www.forestresearch.gov.uk,uses an unusually long and potentially deceptive domain name | shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns | shows semantic inconsistency between the URL structure and webpage content,"This URL is classified as malicious because it uses an unusually long and potentially deceptive domain name, shows repeated character sequences indicative of lexical obfuscation, uses a low-trust top-level domain frequently abused in phishing campaigns, and shows semantic inconsistency between the URL structure and webpage content. These characteristics are frequently associated with deceptive or malicious web infrastructure.",unusually long domain name | repeated character patterns | uncommon top-level domain | url and page content mismatch,MEDIUM,"This URL, pointing to the U.S. Forest Service, warrants a cautious approach. The extended domain name and uncommon .uk top-level domain raise a moderate level of suspicion, potentially indicating a deceptive attempt to mimic a legitimate government site. However, the use of HTTPS confirms a secure connection, and the clear domain structure suggests a genuine organizational presence. Further investigation is advised to confirm its authenticity."
https://www.docmartins.com,shows repeated character sequences indicative of lexical obfuscation,This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.,repeated character patterns,LOW,"The URL `https://www.docmartins.com` appears relatively safe. It utilizes the secure HTTPS protocol, a standard practice for online retailers. The domain structure is clear and readable, and the `.com` extension is commonplace. While URLs can sometimes be targets of impersonation, the presence of these legitimate indicators suggests this is likely the genuine website for Doc Martin’s footwear, warranting a low-risk assessment."
https://www.filmillusions.com,shows repeated character sequences indicative of lexical obfuscation,This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.,repeated character patterns,LOW,"The URL, https://www.filmillusions.com, warrants a cautious assessment. While it utilizes a secure HTTPS connection and a standard domain extension (.com), the domain name itself, “filmillusions,” is unusual and lacks immediate recognition. The readable domain structure suggests a legitimate website, but the unfamiliar name raises a slight concern. Further investigation into the site’s content and purpose is advised."
https://www.ballstonva.org,shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns,"This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation, and uses a low-trust top-level domain frequently abused in phishing campaigns. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.",repeated character patterns | uncommon top-level domain,LOW,"The URL, https://www.ballstonva.org, might initially appear slightly unusual due to the uncommon .org top-level domain. However, the site utilizes secure HTTPS, possesses a clear and understandable domain structure, and employs a standard domain extension (.org). This combination suggests a legitimate organization, likely related to Ballston, Virginia, rather than a malicious attempt. The low risk assessment reflects this balance."
https://www.travelonline.com,shows repeated character sequences indicative of lexical obfuscation,This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.,repeated character patterns,LOW,"The URL, https://www.travelonline.com, appears relatively safe based on its indicators. It utilizes HTTPS, ensuring data transmission security, and features a clear, understandable domain structure. The “.com” extension is common for reputable websites. While vigilance is always advised, TravelOnline is a well-established travel information source, bolstering its legitimacy and lessening concerns about potential malicious activity, resulting in a low risk assessment."
https://www.raleighgreen.com,shows repeated character sequences indicative of lexical obfuscation,This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.,repeated character patterns,LOW,"The URL, https://www.raleighgreen.com, presents a cautiously neutral assessment. While utilizing the secure HTTPS protocol and a standard domain extension (.com) offers a degree of legitimacy, the domain name “raleighgreen” lacks immediate, recognizable brand association. The readable domain structure contributes to its trustworthiness.  Given this, a low risk classification suggests potential for unfamiliarity rather than inherent malicious intent."
https://www.ccme.org.br,shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns | shows semantic inconsistency between the URL structure and webpage content,"This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation, uses a low-trust top-level domain frequently abused in phishing campaigns, and shows semantic inconsistency between the URL structure and webpage content. These characteristics are frequently associated with deceptive or malicious web infrastructure.",repeated character patterns | uncommon top-level domain | url and page content mismatch,LOW,"The URL, https://www.ccme.org.br, warrants a cautious assessment. While utilizing HTTPS and possessing a reasonably clear domain structure – indicating a legitimate website – the presence of an uncommon top-level domain (.br) raises a minor concern. The observed page content mismatch suggests a potential deviation from expected norms, prompting a low-risk evaluation. Further investigation into the organization’s purpose is advised."
https://www.usccr.gov,shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns,"This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation, and uses a low-trust top-level domain frequently abused in phishing campaigns. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.",repeated character patterns | uncommon top-level domain,LOW,"The URL, https://www.usccr.gov, presents a cautiously suspicious scenario. While utilizing a secure HTTPS connection and a recognizable domain structure – hallmarks of legitimacy – the uncommon top-level domain (.gov) raises a slight concern. The USCCR (United States Court of Claims) is a government agency, lending significant credibility to the site and mitigating the initial suspicion prompted by the unusual domain extension."
https://www.mll.fi,shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns,"This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation, and uses a low-trust top-level domain frequently abused in phishing campaigns. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.",repeated character patterns | uncommon top-level domain,LOW,"The URL, https://www.mll.fi, presents a cautiously cautious assessment. While utilizing a secure HTTPS connection and a clear domain structure – hallmarks of legitimacy – the “uncommon top-level domain” (’.fi’) raises a slight concern. The MLL (Finnish Tax Administration) is a recognized entity, but unfamiliar TLDs can sometimes be associated with less-established sites. Further investigation into the site’s purpose is"
https://www.prestigeapartments.co.uk,uses an unusually long and potentially deceptive domain name | shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns | shows semantic inconsistency between the URL structure and webpage content,"This URL is classified as malicious because it uses an unusually long and potentially deceptive domain name, shows repeated character sequences indicative of lexical obfuscation, uses a low-trust top-level domain frequently abused in phishing campaigns, and shows semantic inconsistency between the URL structure and webpage content. These characteristics are frequently associated with deceptive or malicious web infrastructure.",unusually long domain name | repeated character patterns | uncommon top-level domain | url and page content mismatch,MEDIUM,"This URL, “https://www.prestigeapartments.co.uk,” warrants a medium risk assessment. The unusually long domain name and uncommon .co.uk top-level domain raise concerns, potentially indicating a deceptive attempt to mimic a legitimate business. However, the use of HTTPS ensures encrypted communication, and the readable domain structure suggests a genuine website. The observed page content mismatch further contributes to the suspicious nature."
https://www.oahs.org.uk,shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns | shows semantic inconsistency between the URL structure and webpage content,"This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation, uses a low-trust top-level domain frequently abused in phishing campaigns, and shows semantic inconsistency between the URL structure and webpage content. These characteristics are frequently associated with deceptive or malicious web infrastructure.",repeated character patterns | uncommon top-level domain | url and page content mismatch,LOW,"The URL, https://www.oahs.org.uk, warrants a cautious approach due to an uncommon top-level domain (.uk) and a potential page content mismatch, suggesting it might not be the official organization it claims to be. However, utilizing the secure HTTPS protocol and possessing a clear, readable domain structure indicate a level of legitimacy. Further investigation is advised to confirm the website’s true purpose and ensure alignment with expected content."
https://www.smk8center.org,shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns,"This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation, and uses a low-trust top-level domain frequently abused in phishing campaigns. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.",repeated character patterns | uncommon top-level domain,LOW,"The URL, https://www.smk8center.org, warrants a cautious assessment. While utilizing HTTPS and a recognizable domain extension (.org) suggests a legitimate website, the uncommon top-level domain (“smk8center”) raises a slight concern. The readable domain structure and common use of HTTPS contribute to its legitimacy, but the unusual domain extension necessitates further scrutiny before assuming complete trustworthiness."
https://www.amo.on.ca,shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns | shows semantic inconsistency between the URL structure and webpage content,"This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation, uses a low-trust top-level domain frequently abused in phishing campaigns, and shows semantic inconsistency between the URL structure and webpage content. These characteristics are frequently associated with deceptive or malicious web infrastructure.",repeated character patterns | uncommon top-level domain | url and page content mismatch,LOW,"This URL, https://www.amo.on.ca, warrants a cautious assessment. While utilizing HTTPS for secure communication is a positive sign, the presence of an uncommon top-level domain (.on.ca) alongside a reported page content mismatch raises a slight concern. The readable domain structure suggests a legitimate organization, potentially the Association of Municipal Officials, but the unusual domain necessitates further scrutiny to confirm the site’s true purpose and content alignment."
https://www.martiniqueannu.com,shows repeated character sequences indicative of lexical obfuscation,This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.,repeated character patterns,LOW,"The URL, https://www.martiniqueannu.com, presents a cautiously neutral assessment. While utilizing the secure HTTPS protocol and a standard domain extension (.com), the domain name itself, ""martiniqueannu,"" lacks immediately recognizable context. This relative obscurity, combined with the readable domain structure, warrants a low-risk classification. Further investigation into the website’s content and purpose would solidify its legitimacy."
https://www.organicholidays.com,uses an unusually long and potentially deceptive domain name | shows repeated character sequences indicative of lexical obfuscation,"This URL is classified as malicious because it uses an unusually long and potentially deceptive domain name, and shows repeated character sequences indicative of lexical obfuscation. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.",unusually long domain name | repeated character patterns,LOW,"The URL, https://www.organicholidays.com, warrants a cautious assessment. While utilizing HTTPS and a standard domain extension like “.com” indicates a secure connection and reasonable structure, the domain name is unusually long. This extended length can sometimes be characteristic of less established or newly created websites. Despite this, the presence of HTTPS and a clear domain structure suggests a legitimate travel booking site, though vigilance is advised."
https://www.autism-help.org,shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns,"This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation, and uses a low-trust top-level domain frequently abused in phishing campaigns. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.",repeated character patterns | uncommon top-level domain,LOW,"The URL, https://www.autism-help.org, presents a cautiously cautious assessment. While the “uncommon top-level domain” (a .org) raises a slight concern, the site utilizes secure HTTPS, demonstrating a commitment to data protection. Furthermore, the clear domain structure and standard domain extension suggest a legitimate organization focused on autism support. The overall impression leans toward trustworthiness, though vigilance remains prudent."
https://www.lexjuris.com,shows repeated character sequences indicative of lexical obfuscation,This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.,repeated character patterns,LOW,"The URL, https://www.lexjuris.com, presents a cautiously neutral assessment. While it leverages a recognizable brand name and employs HTTPS for secure communication – key legitimacy indicators – its domain structure is straightforward and utilizes a common extension. The low risk classification suggests that, based on these factors, the site appears to be a legitimate legal resource, though continued vigilance is advisable when interacting with any online platform."
https://www.ffgg.ulaval.ca,shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns | shows semantic inconsistency between the URL structure and webpage content,"This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation, uses a low-trust top-level domain frequently abused in phishing campaigns, and shows semantic inconsistency between the URL structure and webpage content. These characteristics are frequently associated with deceptive or malicious web infrastructure.",repeated character patterns | uncommon top-level domain | url and page content mismatch,MEDIUM,"This URL warrants a medium-level risk assessment. While utilizing HTTPS for secure communication is a positive indicator, the presence of an uncommon top-level domain (“ffgg”) alongside a potential page content mismatch raises concern. The URL’s association with Université Laval (ulaval.ca) suggests a possible attempt to mimic a legitimate institution. Further investigation is recommended to confirm the site’s authenticity and purpose."
https://www.marketingsolved.com,uses an unusually long and potentially deceptive domain name | shows repeated character sequences indicative of lexical obfuscation,"This URL is classified as malicious because it uses an unusually long and potentially deceptive domain name, and shows repeated character sequences indicative of lexical obfuscation. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.",unusually long domain name | repeated character patterns,LOW,"The URL, https://www.marketingsolved.com, presents a cautiously suspicious scenario. While utilizing the secure HTTPS protocol and a recognizable domain extension (.com), the domain name is unusually long. This extended length can sometimes be a tactic used in deceptive websites. However, the presence of a readable domain structure and common extension suggests a legitimate business, potentially related to marketing solutions, warranting continued vigilance rather than immediate alarm."
https://www.botanicusgreen.com,shows repeated character sequences indicative of lexical obfuscation,This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.,repeated character patterns,LOW,"The URL, https://www.botanicusgreen.com, presents a cautiously neutral assessment. While it utilizes the secure HTTPS protocol and a standard domain extension (.com), the domain name “botanicusgreen” is somewhat unusual and lacks immediate recognizable branding. The readable domain structure and secure connection suggest a legitimate website, though the unfamiliar name warrants a degree of vigilance during browsing."
https://www.avherald.com,shows repeated character sequences indicative of lexical obfuscation,This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.,repeated character patterns,LOW,"The URL, https://www.avherald.com, appears cautiously legitimate. While the domain name focuses on aviation, it utilizes the secure HTTPS protocol and a standard domain extension (.com), bolstering its trustworthiness. The readable domain structure – “avherald.com” – suggests a clear purpose.  Given its content, Avherald is a well-established aviation resource, mitigating potential concerns and aligning with the observed legitimacy indicators."
https://www.league.org.uk,shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns | shows semantic inconsistency between the URL structure and webpage content,"This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation, uses a low-trust top-level domain frequently abused in phishing campaigns, and shows semantic inconsistency between the URL structure and webpage content. These characteristics are frequently associated with deceptive or malicious web infrastructure.",repeated character patterns | uncommon top-level domain | url and page content mismatch,LOW,"The URL, https://www.league.org.uk, presents a cautiously cautious assessment. While utilizing a secure HTTPS connection and a reasonably clear domain structure – indicating a legitimate organization – the presence of an uncommon top-level domain (.uk) raises a slight concern. This suggests a potentially less widely recognized entity. Further investigation into the website’s purpose and content would be prudent to fully confirm its legitimacy."
https://www.blacktieservice.com.br,uses an unusually long and potentially deceptive domain name | shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns | shows semantic inconsistency between the URL structure and webpage content,"This URL is classified as malicious because it uses an unusually long and potentially deceptive domain name, shows repeated character sequences indicative of lexical obfuscation, uses a low-trust top-level domain frequently abused in phishing campaigns, and shows semantic inconsistency between the URL structure and webpage content. These characteristics are frequently associated with deceptive or malicious web infrastructure.",unusually long domain name | repeated character patterns | uncommon top-level domain | url and page content mismatch,MEDIUM,"This URL, https://www.blacktieservice.com.br, warrants a medium-level risk assessment. The extended domain name and uncommon .br top-level domain raise concerns, potentially indicating a less established or unfamiliar entity. However, the use of HTTPS confirms a secure connection, and the domain structure is reasonably clear. The reported content mismatch suggests a possible deviation from expected norms, requiring further scrutiny before engagement."
https://www.yawcam.com,shows repeated character sequences indicative of lexical obfuscation,This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.,repeated character patterns,LOW,"The URL, https://www.yawcam.com, presents a cautiously neutral assessment. While the use of HTTPS and a standard domain extension suggest a legitimate website, the brand “Yawcam” warrants further investigation. It’s a relatively uncommon name, and a thorough check of Yawcam’s online presence and reputation is advised to confirm its legitimacy and intended purpose, given the low risk level."
https://www.unima.ac.id,shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns | shows semantic inconsistency between the URL structure and webpage content,"This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation, uses a low-trust top-level domain frequently abused in phishing campaigns, and shows semantic inconsistency between the URL structure and webpage content. These characteristics are frequently associated with deceptive or malicious web infrastructure.",repeated character patterns | uncommon top-level domain | url and page content mismatch,LOW,"The URL, pointing to unima.ac.id, appears cautiously suspicious due to the uncommon top-level domain (.ac.id) and a potential mismatch between the URL and the page content. However, the use of HTTPS protocol and a clearly structured domain name suggest a legitimate website – likely affiliated with a university in Indonesia. Further investigation of the page content would confirm its authenticity and fully resolve any concerns."
https://www.chickenheavenonearth.com,uses an unusually long and potentially deceptive domain name | shows repeated character sequences indicative of lexical obfuscation,"This URL is classified as malicious because it uses an unusually long and potentially deceptive domain name, and shows repeated character sequences indicative of lexical obfuscation. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.",unusually long domain name | repeated character patterns,LOW,"The URL, “https://www.chickenheavenonearth.com,” warrants a cautious assessment. While it utilizes HTTPS and a standard domain extension (.com), the unusually long domain name – “chickenheavenonearth” – raises a minor concern. This extended naming convention can sometimes be associated with less established or potentially deceptive websites. Despite this, the secure protocol and clear domain structure suggest a reasonable level of legitimacy."
https://www.bodylovewellness.com,uses an unusually long and potentially deceptive domain name | shows repeated character sequences indicative of lexical obfuscation,"This URL is classified as malicious because it uses an unusually long and potentially deceptive domain name, and shows repeated character sequences indicative of lexical obfuscation. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.",unusually long domain name | repeated character patterns,LOW,"The URL, https://www.bodylovewellness.com, presents a cautiously suspicious profile. While utilizing a secure HTTPS connection and a recognizable domain extension (.com), the domain name is unusually long. This extended length can sometimes be a tactic used in deceptive websites. However, the presence of a readable domain structure and a common extension suggests a reasonable level of legitimacy, warranting further investigation if prompted by other suspicious activity."
https://www.fbcnews.com.fj,shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns | shows semantic inconsistency between the URL structure and webpage content,"This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation, uses a low-trust top-level domain frequently abused in phishing campaigns, and shows semantic inconsistency between the URL structure and webpage content. These characteristics are frequently associated with deceptive or malicious web infrastructure.",repeated character patterns | uncommon top-level domain | url and page content mismatch,LOW,"This URL, visiting fbcnews.com.fj, warrants a cautious approach. While utilizing HTTPS for secure communication is a positive sign, the uncommon top-level domain (.fj) alongside a potential content mismatch raises a minor concern. The readable domain structure suggests a legitimate website, but the unusual TLD requires further scrutiny to confirm the source’s authenticity and ensure the page accurately reflects the intended content."
https://www.woldemar.net.ua,shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns | shows semantic inconsistency between the URL structure and webpage content,"This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation, uses a low-trust top-level domain frequently abused in phishing campaigns, and shows semantic inconsistency between the URL structure and webpage content. These characteristics are frequently associated with deceptive or malicious web infrastructure.",repeated character patterns | uncommon top-level domain | url and page content mismatch,LOW,"The URL, https://www.woldemar.net.ua, warrants a cautious assessment due to the “uncommon top-level domain” indicator. While it utilizes the secure HTTPS protocol and possesses a reasonably clear domain structure – suggesting a legitimate website – the unusual domain extension raises a slight concern. The reported “url and page content mismatch” further contributes to this cautious evaluation, demanding verification of the site’s actual purpose."
https://www.ginko-stiftung.de,shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns,"This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation, and uses a low-trust top-level domain frequently abused in phishing campaigns. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.",repeated character patterns | uncommon top-level domain,LOW,"The URL, https://www.ginko-stiftung.de, warrants a cautious assessment due to the uncommon top-level domain (.de). While it utilizes HTTPS, ensuring secure communication, and presents a clear domain structure, the unusual domain extension raises a minor concern. The presence of “ginko-stiftung” suggests a German organization, which is legitimate, but the unfamiliar domain requires further scrutiny before complete trust is established."
https://www.visma.com,shows repeated character sequences indicative of lexical obfuscation,This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.,repeated character patterns,LOW,"The URL `https://www.visma.com` presents a cautiously neutral assessment. While the presence of HTTPS ensures a secure connection, and the domain structure and extension are standard, the URL originates from Visma, a well-established business software company. This established brand and secure protocol mitigate potential concerns, though continued vigilance regarding any unexpected redirects or unusual content remains prudent due to the low risk level."
https://www.nytix.com,shows repeated character sequences indicative of lexical obfuscation,This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.,repeated character patterns,LOW,"The URL, https://www.nytix.com, warrants a cautious assessment. While it leverages a recognizable brand name (“NYTix”) and employs the secure HTTPS protocol, alongside a standard domain extension, the overall structure is typical for a legitimate ticketing website. The absence of overtly suspicious indicators suggests a low risk, though users should still verify the site’s authenticity through official sources to confirm its legitimacy."
https://www.ukeconet.org,shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns,"This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation, and uses a low-trust top-level domain frequently abused in phishing campaigns. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.",repeated character patterns | uncommon top-level domain,LOW,"The URL, https://www.ukeconet.org, warrants a cautious assessment due to its uncommon top-level domain (.org). While it utilizes HTTPS, ensuring secure communication, and possesses a readable domain structure, the unusual domain extension raises a minor concern. The presence of a common domain extension like "".org"" suggests a legitimate organization, but further investigation into ukeconet.org’s purpose is advised to confirm its trustworthiness."
https://www.dotsquares.com,shows repeated character sequences indicative of lexical obfuscation,This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.,repeated character patterns,LOW,"The URL, https://www.dotsquares.com, presents a cautiously neutral assessment. While utilizing a standard HTTPS protocol and a common domain extension (.com) suggests a legitimate website, the domain name “dotsquares” lacks immediate recognizable branding. This relative obscurity warrants a degree of caution. The website’s structure is readable, reinforcing a basic level of trustworthiness, but further investigation into the site’s content and purpose is advisable."
https://www.n-able.com,shows repeated character sequences indicative of lexical obfuscation,This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.,repeated character patterns,LOW,"The URL, https://www.n-able.com, presents a cautiously neutral assessment. While the presence of HTTPS and a standard domain extension like "".com"" suggest a legitimate website, the URL’s structure – clearly identifying “n-able” – indicates a known business.  The low risk rating reflects that the site utilizes secure communication and a recognizable domain, though further investigation into the site's content and purpose would always be prudent."
https://www.soapartllc.com,shows repeated character sequences indicative of lexical obfuscation,This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.,repeated character patterns,LOW,"The URL, https://www.soapartllc.com, presents a cautiously neutral assessment. While the use of HTTPS ensures a secure connection, which is a positive indicator, the domain name “soapartllc” lacks immediately recognizable branding. The readable domain structure and common .com extension suggest a legitimate business website. However, the unfamiliar name warrants a degree of caution, prompting a review of the site’s content and purpose before proceeding."
https://www.miviot.gob.pa,shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns | shows semantic inconsistency between the URL structure and webpage content,"This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation, uses a low-trust top-level domain frequently abused in phishing campaigns, and shows semantic inconsistency between the URL structure and webpage content. These characteristics are frequently associated with deceptive or malicious web infrastructure.",repeated character patterns | uncommon top-level domain | url and page content mismatch,LOW,"This URL, pointing to miviot.gob.pa, warrants a cautious approach. While utilizing HTTPS for secure communication is a positive sign, the uncommon top-level domain (.gob.pa – representing the government of Panama) alongside a potential content mismatch raises a slight concern. The readable domain structure suggests a legitimate governmental website, but the unusual TLD necessitates careful verification of the intended destination before proceeding."
https://www.caldwellschools.org,uses an unusually long and potentially deceptive domain name | shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns,"This URL is classified as malicious because it uses an unusually long and potentially deceptive domain name, shows repeated character sequences indicative of lexical obfuscation, and uses a low-trust top-level domain frequently abused in phishing campaigns. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.",unusually long domain name | repeated character patterns | uncommon top-level domain,LOW,"The URL, https://www.caldwellschools.org, warrants a cautious assessment. While utilizing a secure HTTPS connection and a recognizable domain structure – indicative of a legitimate organization – the unusually long domain name and uncommon top-level domain (.org) raise a slight concern. Caldwell Schools is a known educational institution, mitigating risk, but the domain characteristics require careful attention to ensure it aligns with expected practices."
https://www.vcluster.com,shows repeated character sequences indicative of lexical obfuscation,This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.,repeated character patterns,LOW,"The URL, https://www.vcluster.com, presents a cautiously neutral assessment. While utilizing the secure HTTPS protocol and a standard domain extension (.com) suggests a legitimate website, the domain name “vcluster” lacks immediate recognizable branding.  The readable domain structure and secure connection offer some reassurance, but further investigation into the site’s purpose and reputation is warranted to fully determine its trustworthiness."
https://www.1x.com,shows repeated character sequences indicative of lexical obfuscation,This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.,repeated character patterns,LOW,"The URL, https://www.1x.com, presents a cautiously neutral assessment. While utilizing a secure HTTPS connection and a recognizable brand-style naming convention, the domain structure is somewhat unconventional. 1x.com is a well-established online retailer, suggesting a legitimate business operation. However, the less common domain extension warrants a degree of vigilance, aligning with a low risk evaluation."
https://www.goldenhawkbanquets.com,uses an unusually long and potentially deceptive domain name | shows repeated character sequences indicative of lexical obfuscation,"This URL is classified as malicious because it uses an unusually long and potentially deceptive domain name, and shows repeated character sequences indicative of lexical obfuscation. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.",unusually long domain name | repeated character patterns,LOW,"The URL, https://www.goldenhawkbanquets.com, presents a cautiously suspicious profile. While it utilizes the secure HTTPS protocol and a recognizable domain extension (.com), the unusually long domain name – “goldenhawkbanquets.com” – raises a minor concern. The presence of a readable domain structure and common business name suggests a legitimate banquet service, mitigating immediate risk. Further investigation into the website's content and reputation is advised"
